studentid;karak2_vo3lv;karak6_vo3lv;karak12_vo3lv;karak50_vo3lv;karak92_vo3lv;karak87_vo3lv;karak8_vo3lv;karak88b_vo3lv;karak16_vo3lv;karak20_vo3lv;karak89_vo3lv;karak7_vo3lv;karak11b_vo3lv;karak15_vo3lv;karak19_vo3lv;karak5_vo3lv;karak10b_vo3lv;karak53b_vo3lv;karak93_vo3lv;karak90_vo3lv;karak94_vo3lv;karak95_vo3lv;karak96_vo3lv;karak16b_vo3lv;karak97_vo3lv;karak2b_vo3lv;karak98_vo3lv;open;cons;extra;agree;neur
1455;3;2;3;3;2;3;3;1;3;0;1;2;1;2;0;2;3;3;3;1;3;2;3;2;0;2;1;.15399708;.28004679;.12210865;-.10560574;-1.274377
5632;2;2;2;2;2;2;3;2;3;1;1;2;1;3;0;2;3;2;2;2;2;2;3;1;0;2;2;-.3758572;.11166525;.27830333;-.11934002;-.91242838
1174;2;2;1;2;2;3;3;1;1;1;1;1;1;3;1;2;2;2;1;1;1;2;2;2;1;3;1;-.17449361;.24496733;.066512927;-1.0357749;-.73280567
4965;2;1;4;2;2;3;3;0;2;1;3;1;4;3;0;3;3;0;3;4;4;2;0;1;1;2;3;.65576631;-.087614737;-2.0127106;-.11224488;-.33811659
8680;3;3;1;3;3;4;4;2;3;3;3;1;0;3;2;4;3;3;3;2;2;4;3;0;2;3;1;1.0356146;1.1768154;.85308617;.56991333;.41358224
9103;2;3;3;3;3;2;3;0;3;1;2;1;2;3;1;1;3;2;3;1;2;3;2;2;1;2;1;-.38726172;.7936058;-.66446459;.14048328;-.48993769
5651;2;2;4;3;2;2;2;0;2;3;3;4;4;2;2;1;2;0;3;2;1;2;0;2;2;2;3;-.39692608;-.71364361;-2.0127106;-.3371473;.17071423
1087;2;2;1;4;4;2;4;2;0;4;1;3;1;4;2;1;4;2;2;2;1;2;3;4;4;1;3;-.92195374;.16743167;.45108715;-.74021769;1.2031437
2680;3;2;3;2;3;2;2;1;3;3;3;1;1;2;1;3;3;2;2;2;2;2;1;2;2;2;2;.30537555;.066856496;-.46478683;-.58014405;.22994414
6955;3;3;3;3;3;2;4;1;2;3;3;1;2;3;1;3;3;2;3;3;3;3;0;1;2;3;1;.67570639;.98267436;-.83708686;.12365671;.42271987
5518;1;1;3;2;2;1;2;2;3;1;2;3;2;3;1;2;2;2;2;1;3;1;1;2;2;3;1;-.19699383;-.60192007;-.45251259;-.33405504;-.54404533
6666;4;2;0;1;1;4;4;2;3;0;3;3;1;1;1;4;3;3;2;1;3;2;4;1;2;3;3;1.3863848;-.011907562;1.0250342;-.84741962;-.95608628
5615;1;3;1;3;3;1;4;1;4;0;1;0;0;3;0;4;3;2;3;0;0;3;2;2;1;1;0;-.9245109;1.2953156;.25308076;.37202489;-1.0355242
9312;4;3;1;2;3;3;3;2;2;1;3;1;1;3;1;2;3;2;3;2;3;3;2;2;2;3;1;.85576922;.7936058;.26535499;-.32695991;-.10840167
5544;2;1;2;3;3;2;2;1;3;3;3;1;2;3;2;2;3;3;3;3;1;3;3;1;2;2;2;-.22116034;.085839301;.10832462;.35519829;.60635793
7113;2;1;1;3;2;1;1;1;3;2;1;3;1;3;1;3;1;3;2;1;2;1;3;1;1;2;1;-.37917557;-.97032779;.46767625;.11656155;-.56363279
9598;1;2;3;3;3;1;2;0;2;1;2;1;3;3;1;3;4;1;2;1;2;2;1;1;1;2;1;-.39155892;.41457725;-1.2521957;-.11498003;-.48993769
6968;1;0;3;3;2;2;4;0;3;1;3;3;3;2;2;3;3;3;2;1;1;1;1;1;1;2;0;-.22213918;-.051220402;-.82133329;-.12952746;-.54916757
4866;2;;1;3;3;2;2;1;3;0;2;1;1;3;1;2;3;3;3;1;1;3;3;1;1;2;0;-.38552162;.69616592;.46767625;.35519829;-.65911061
5454;4;0;4;0;3;4;4;0;0;0;2;0;4;4;0;0;0;0;4;0;0;0;0;4;0;0;0;-.59203166;-.3505998;-2.0127106;-1.2065506;-1.2242846
8724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2864;3;3;2;3;3;2;4;2;3;0;1;0;2;4;1;2;4;3;2;1;2;3;2;1;2;3;0;-.0028074884;1.4746548;.12143453;.36265057;-.47035027
8445;3;2;2;3;3;2;3;2;3;2;2;2;1;3;1;2;3;2;3;2;3;3;3;1;1;3;1;.3355794;.47418782;.27830333;.35519829;-.12798908
636;1;1;3;2;2;1;3;0;3;1;1;1;3;3;1;1;2;1;1;1;1;1;2;2;1;1;1;-1.2777823;-.12433192;-1.0664636;-.5726918;-.73280567
627;2;2;4;3;2;2;3;1;3;2;2;3;2;3;3;3;2;2;3;4;3;2;3;2;0;2;3;.1382954;-.3803153;-.45267409;.14048328;.19321018
9678;3;1;2;3;3;4;3;1;2;3;3;2;0;3;1;0;3;2;3;4;3;2;2;1;2;2;2;.31027225;-.063492976;.080296941;.12365671;.61549556
7920;2;2;2;1;2;2;3;1;2;1;3;1;2;2;1;3;2;2;2;1;3;2;2;2;1;2;1;.30265668;.24496733;-.29283869;-1.0475872;-.73280567
2264;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.57304895;.0015413385
4680;2;3;4;3;3;3;3;2;2;1;1;1;3;3;1;2;3;2;3;1;2;3;1;1;1;2;1;-.19677311;.7936058;-.8118642;.12365671;-.48993769
7751;2;1;3;2;2;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;-.54988283;-.44285843;-.46562251;-1.0432272;-.18209675
7381;1;1;3;3;2;1;1;1;2;3;2;1;1;3;3;2;3;1;2;3;3;1;1;2;1;1;1;-.58960408;-.32312977;-.68021804;-.32969505;.35836774
5097;1;4;3;4;3;2;3;2;3;3;2;0;1;4;3;3;1;3;4;3;2;3;3;2;2;2;2;-.21247481;.58596379;.32095072;.86111069;.78999603
5777;3;1;4;4;3;4;3;0;4;4;4;1;3;3;3;4;3;0;3;4;2;3;0;1;0;3;1;1.1999758;.44328937;-1.8261427;.82264149;.77442396
655;2;2;2;3;3;2;2;1;2;2;2;2;1;3;1;2;2;2;3;2;2;2;3;1;1;2;2;-.21149595;-.25674251;.079461269;.12365671;-.12798908
3336;1;1;2;2;1;1;2;0;1;1;2;2;2;2;1;2;1;3;1;1;0;1;2;2;1;0;2;-1.3079861;-.805381;-.27624959;-1.2818639;-.97567368
8422;4;3;2;3;3;3;3;1;3;4;4;3;2;3;3;3;3;3;3;4;3;2;2;1;1;3;2;1.1958963;.14256369;-.077407531;.35519829;.96318436
1731;3;2;0;3;2;2;2;3;3;0;1;0;0;2;0;2;3;4;2;0;3;2;4;0;0;3;0;.17121814;.54787934;1.6258752;.085187554;-1.4671527
2247;3;2;1;4;3;4;4;3;3;1;3;4;2;3;0;0;3;4;4;3;3;3;4;1;3;3;3;.50657737;.037973698;1.0799559;.82973659;.089496285
3145;2;1;3;2;2;2;2;1;3;2;3;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;-.22116034;-.2635192;-.46562251;-.58014405;-.18209675
8772;2;0;2;2;2;2;2;2;2;3;3;2;0;3;2;2;2;2;2;0;0;2;2;0;0;2;3;-.39518598;-.77544045;.27913901;-.13616662;-.59235781
510;1;0;3;3;2;3;1;1;3;1;0;4;1;0;3;1;3;1;3;3;1;1;2;1;4;3;4;-.69136506;-1.4362119;-.49448586;-.38306874;.58630288
6310;3;1;0;0;0;0;1;0;0;0;0;4;0;1;0;3;0;0;1;0;0;0;3;0;0;4;4;-.50131732;-1.9932123;-.018107746;-1.8018677;-1.9528887
7955;2;3;4;3;3;3;3;0;3;4;4;3;4;4;4;3;3;1;3;3;2;3;1;0;3;3;2;.66838145;.33670473;-1.6115472;.81600237;1.3315673
9262;3;1;2;4;4;2;3;2;3;2;3;3;1;4;2;2;2;4;3;2;3;3;3;0;0;3;0;.49994063;.14381211;.70916569;1.051904;.10975669
5894;2;2;1;3;3;2;3;2;2;1;1;0;1;3;1;2;3;3;2;1;2;2;3;2;1;2;1;-.3758572;.56856632;.66651833;-.32969505;-.48993769
6962;2;2;3;2;2;2;2;1;3;2;3;2;3;3;2;3;2;3;2;2;2;2;1;2;2;2;2;.12863101;-.25674251;-.62249124;-.33405504;.0015413385
8310;3;3;1;3;3;3;2;3;3;1;2;3;1;3;1;3;2;3;2;1;2;1;3;1;1;3;2;.51640356;-.41998509;.86536038;.11656155;-.48993769
6677;3;3;1;3;3;3;2;2;3;3;3;3;1;3;2;4;3;3;3;2;3;3;3;2;2;3;2;1.0305561;.14763619;.66651833;.14048328;.41358224
7324;3;2;3;3;2;3;2;1;3;1;3;4;1;4;2;3;2;2;3;1;2;2;3;3;1;3;2;.68076485;-.54526204;-.093322515;.17185731;-.54916757
1056;2;2;3;2;1;0;2;0;0;4;4;3;2;2;2;2;2;1;3;3;2;1;1;0;4;1;4;-.43724677;-.9319064;-1.0656278;-.60670203;.66731548
3435;4;1;4;4;1;2;3;1;3;4;1;1;4;4;4;2;3;0;4;4;2;1;0;0;2;2;4;-.022368064;-.45013729;-1.8138685;1.2905407;.84984672
3757;;2;0;3;3;4;2;3;4;3;3;4;0;;1;2;0;3;3;2;3;2;3;0;1;3;4;.87193978;-1.2407036;1.224712;.94214582;.041183829
9681;3;3;1;3;3;3;3;2;3;3;3;2;1;4;3;3;3;3;3;3;3;2;3;1;2;3;1;.85479045;.45520499;.66651833;.60128736;.78999603
6704;3;3;4;4;4;3;3;0;4;4;3;3;3;4;4;3;2;2;3;3;2;2;2;0;2;2;3;.48445964;-.20515709;-1.0238161;1.2834455;1.385675
418;2;2;2;1;2;2;1;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;-.21149595;-.1331697;-.3094278;-.60133064;.0015413385
2572;2;1;2;3;3;4;3;2;3;1;4;4;0;4;1;0;3;2;2;4;3;4;1;1;1;2;3;.29788893;-.13211201;.093406849;.36265057;.088389441
2396;2;1;4;3;3;1;1;2;2;4;3;1;2;2;3;2;2;3;3;4;1;1;2;3;4;1;3;-.59654957;-.83923203;-.22413306;-.55186236;1.5294653
5468;2;1;2;3;3;2;1;2;2;2;2;3;1;3;1;3;2;3;3;2;3;1;3;1;1;3;3;.33460054;-1.1277516;.49373451;.12365671;-.12798908
8741;1;2;3;4;4;3;3;3;4;1;3;2;1;4;1;2;3;4;4;3;3;2;1;0;0;2;2;.12923044;.11166525;.36375961;1.5220822;-.050278597
1438;1;3;4;3;2;2;3;1;3;4;4;2;2;3;3;2;2;1;2;3;1;1;2;2;2;2;1;-.23354365;.081724726;-.85383749;-.098153472;.7163009
1709;2;3;4;4;3;2;4;3;3;3;4;2;3;;1;2;3;2;3;3;1;3;2;0;1;1;2;-.25310424;.67003304;-.42728996;.94759583;.23395953
9663;2;2;3;3;2;2;3;2;2;2;3;2;2;3;2;1;2;2;3;3;3;2;1;2;2;2;2;-.048874795;-.067673989;-.45251259;-.091058306;.19431704
6745;1;2;3;3;3;3;3;1;1;3;2;0;2;3;1;3;4;3;3;1;2;3;3;2;1;2;1;-.033390719;.94204664;-.064459182;-.32259989;-.15159188
9363;1;1;1;3;1;1;3;2;3;1;1;3;1;2;1;2;1;1;2;3;1;1;1;2;1;1;3;-1.1020166;-.92895383;-.13580836;-.34424248;-.59012228
492;3;2;3;2;1;2;3;0;2;1;4;1;2;2;2;4;4;1;3;3;3;2;1;3;0;2;2;.81952816;.43526426;-1.0656278;-.78776395;-.59524453
9543;3;1;3;2;2;1;1;2;3;1;2;3;1;1;1;0;2;2;1;1;3;2;1;2;1;3;3;-.1950361;-.9336105;-.26594478;-1.0648698;-.73280567
4887;3;3;2;2;2;2;3;1;2;1;1;1;2;3;1;2;3;2;3;1;2;2;1;2;1;3;1;-.0028074884;.59946477;-.47857085;-.32695991;-.73280567
2764;2;0;0;2;;3;1;4;3;4;4;2;0;2;2;2;0;4;2;4;4;0;0;2;4;0;0;.25175157;-1.2063249;1.0817888;-.58014405;1.5559739
6659;2;1;4;3;3;2;2;0;2;1;3;3;3;2;1;1;4;1;3;2;1;2;2;1;2;1;0;-.5932312;.11928102;-1.2392473;-.12243229;-.10840167
6147;4;3;1;4;3;3;3;0;4;1;2;0;0;4;1;2;4;3;3;3;1;3;4;0;0;2;0;.14705163;1.2855864;.64113414;1.2834455;-.29314658
9008;2;2;2;3;2;2;2;2;3;3;3;1;1;3;2;2;3;2;3;3;1;1;2;1;1;1;1;-.41746548;.041096997;.092571184;.35519829;.17472963
3805;2;3;1;3;3;3;2;2;3;2;1;2;2;3;1;2;3;2;3;3;2;3;2;0;1;2;1;-.19677311;.46027753;.078787155;.56991333;.064786635
2608;2;1;3;2;2;2;2;3;2;1;2;2;1;2;2;3;2;3;3;2;2;2;3;2;2;2;2;-.035730232;-.43190074;.5197928;-.57304895;-.16763157
9139;2;2;1;3;3;2;4;0;4;1;0;0;1;3;1;3;4;2;2;1;2;2;2;1;1;2;0;-.36445272;1.1053556;-.13232917;.34810311;-.48993769
4554;2;2;1;4;3;0;3;0;3;0;1;3;1;2;0;2;1;3;3;2;1;1;2;2;1;3;2;-.7117458;-.58541405;.083102018;.13029586;-.64997298
2899;2;1;1;4;3;2;2;2;2;2;1;3;;2;2;2;1;4;3;2;2;1;2;2;2;2;3;-.3758572;-1.1180223;.74268383;-.10124574;.24440932
1648;3;2;2;3;3;2;3;3;3;3;2;2;1;3;2;3;3;2;3;3;3;2;2;2;3;3;3;.51134509;-.056716289;.29141325;.14048328;.79511821
1928;2;2;3;3;2;3;2;1;3;1;2;3;1;3;1;2;3;2;3;2;2;2;3;1;1;2;2;-.032411862;-.22166306;-.093322515;.35519829;-.54003
2180;2;1;0;3;3;4;3;3;3;2;2;2;2;3;3;3;3;2;4;2;2;;1;3;1;2;1;.32243791;.16178785;.26468086;.16440502;.23928709
6897;3;2;4;3;3;3;4;2;3;2;2;3;1;3;1;3;3;3;2;2;2;2;2;1;1;3;1;.51640356;.32485551;-.037565239;.11656155;-.12798908
2174;3;2;2;2;3;3;2;2;2;3;2;3;1;;3;3;2;3;3;2;1;1;3;2;1;3;1;.34237793;-.42676178;.49373451;-.4683727;.40845996
1693;4;1;2;4;4;1;2;0;4;2;2;2;0;3;3;2;4;2;3;2;2;3;3;0;2;4;4;.35551941;-.21584432;.067187019;1.0373566;.67091537
9284;3;3;1;3;4;3;3;1;3;0;4;2;1;3;1;2;3;2;3;1;3;2;2;2;1;3;1;.84338593;.45520499;.066512927;.14048328;-.4162426
9482;3;3;3;3;3;3;3;3;3;1;1;1;1;3;3;3;3;3;3;1;2;3;3;3;1;3;1;.35204232;.7936058;.5197928;-.074231744;-.12266152
2156;3;0;0;4;2;1;0;2;2;0;0;1;2;3;3;2;2;3;3;0;1;2;4;2;3;2;2;-.71658355;-.84093618;.83846647;.14484328;-.3499575
2500;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
4541;3;2;4;4;3;2;2;1;2;2;3;1;3;3;2;3;3;2;3;3;2;2;1;2;0;3;2;.50168067;.066856496;-1.0107062;.14484328;.05966441
5735;3;1;0;3;3;3;3;2;3;1;3;2;0;3;1;3;3;3;3;1;3;3;3;1;1;3;1;.85479045;.29902959;1.02587;.35519829;-.48993769
8512;4;0;4;3;2;3;1;0;3;1;3;3;3;2;1;2;3;1;3;1;2;1;0;1;4;3;2;.68174362;-.95518899;-1.6107117;.10910928;-.16652474
3554;2;3;1;3;3;4;3;3;4;1;3;0;0;3;1;2;4;3;3;1;3;3;1;1;3;2;0;.48505905;1.2855864;.68046391;.5867399;-.11241706
905;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
7014;3;3;2;3;3;3;;2;3;1;2;1;1;3;1;2;3;3;3;1;1;3;2;2;1;2;1;-.029692916;.84760797;.30800235;.14048328;-.48993769
7025;3;0;1;4;2;0;1;3;3;1;3;3;0;4;1;3;3;3;4;1;0;;3;0;0;3;;-.2045387;-.99648434;1.0519283;1.2905407;-.92156601
4513;2;2;4;3;2;2;3;2;3;4;3;4;1;3;3;2;2;2;3;3;3;2;1;1;4;2;3;.12689094;-.52457505;-.43872857;.35519829;1.0938215
2845;1;1;3;3;2;1;3;1;2;3;1;3;1;2;3;2;1;3;3;3;2;1;3;1;3;1;2;-.92799097;-.76057225;.12210865;-.12243229;.73588836
7848;2;2;2;3;3;2;3;2;3;1;3;1;2;3;1;4;4;3;3;1;1;2;3;1;1;2;1;.13037111;.6036458;.3071667;.35519829;-.48993769
5561;3;2;3;3;2;2;3;1;2;0;4;3;3;3;0;3;2;2;3;1;2;2;2;1;1;2;3;.46973678;-.3803153;-.65219033;.12365671;-1.0856166
9580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4131;1;2;2;3;2;2;3;0;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.38824055;-.067673989;-.30511293;-.57578409;.17071423
1811;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
3151;3;3;3;3;4;2;3;2;3;2;2;3;3;3;1;2;3;3;4;;2;1;4;1;4;3;2;.16155376;-.051577348;.13354725;.59383506;.86680073
2192;3;3;1;3;4;3;4;1;3;1;2;1;0;4;1;0;3;3;4;4;4;3;3;1;1;3;0;.3371577;1.1510559;.65424407;.83992404;.33125743
3142;2;2;1;1;0;1;3;1;1;1;1;2;1;1;0;2;3;2;1;4;3;2;2;1;1;2;1;-.38091564;.28004679;.066512927;-1.5491396;-.82385254
323;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;2;0;4;4;0;4;-.9521575;-.59350556;-.46546096;-1.2411158;.57183766
3291;3;2;2;4;3;2;3;2;4;1;3;2;1;4;1;3;3;4;;2;3;1;3;0;1;3;1;.67570639;.085905753;.70916569;1.5016274;-.297162
9676;1;4;4;4;3;1;3;1;3;1;1;1;3;3;0;3;3;2;3;1;1;2;2;1;1;1;1;-.92625093;.77462298;-.82497418;.59109992;-.67357576
944;2;1;;3;0;2;2;2;2;3;1;2;2;2;2;1;3;2;2;1;1;2;3;2;0;2;2;-.72564858;-.25256151;.086568326;-.57578409;-.8853181
4084;2;2;3;2;3;2;4;2;3;3;3;3;3;4;3;2;2;2;3;3;1;2;2;2;2;2;2;-.22116034;-.022865253;-.45334825;.15067071;.78999603
2406;1;3;3;3;1;2;3;0;2;2;3;0;4;3;1;3;2;2;3;3;1;2;1;1;1;0;0;-.61474949;.73276687;-1.2233323;.12365671;-.42094937
588;3;2;1;1;1;2;2;1;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;1;2;1;2;-.40682223;-.25674251;-.1200549;-.58678323;-.24132669
8396;2;2;2;2;2;2;2;1;1;3;2;1;1;3;3;3;3;3;3;3;2;2;3;3;3;3;2;.16057491;.066856496;.29489246;-.77321649;.73588836
2883;2;2;2;2;2;2;4;3;4;2;2;3;2;3;2;3;3;2;2;3;2;2;3;0;3;2;2;-.035730232;.15647398;.29057759;.32691658;.38307735
583;2;3;2;4;3;2;4;2;3;1;2;0;2;3;2;2;3;3;3;3;2;3;2;0;1;1;0;-.40780112;1.2953156;.12143453;.80581492;.079251811
300;4;0;3;3;0;3;1;1;1;0;0;4;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;.18865992;-.91626543;-.46562251;-.80732566;-1.0113008
4523;4;4;4;4;3;2;3;0;2;1;2;0;4;3;2;1;4;2;4;2;3;4;3;2;0;4;0;.53286338;1.6548856;-1.0246518;.38348004;-.30228421
6640;2;3;4;4;3;2;4;0;2;2;4;2;3;3;3;1;3;2;3;2;2;2;2;1;1;2;1;-.058539163;.64427352;-1.0238161;.35955828;.23928709
9128;2;3;3;4;3;3;4;2;3;1;3;1;2;4;1;2;4;2;3;1;3;3;3;0;0;2;0;.30597502;1.3303951;-.081048273;1.051904;-.678698
9026;3;1;1;1;3;2;3;2;2;1;2;4;1;2;3;2;1;3;3;2;1;1;0;2;1;1;1;-.40508214;-.73645049;.10932185;-.80895054;.070114195
6211;3;0;1;3;3;3;3;2;4;3;2;2;1;3;3;3;2;4;3;3;3;2;3;0;1;3;0;.69042921;-.08122737;.88194954;.8014549;.60123569
5418;2;1;3;3;3;3;3;1;3;1;2;2;3;3;1;3;1;2;3;2;3;2;2;1;1;3;2;.51368463;-.42217144;-.65219033;.35519829;-.297162
1777;2;2;3;2;3;1;4;0;3;3;2;0;0;3;0;0;2;4;3;2;1;0;3;3;1;3;2;-.71983194;.021631988;.32526559;-.31013334;-.14245425
4796;2;1;3;4;3;2;2;0;2;3;3;3;3;4;2;2;1;0;4;4;2;1;2;2;2;1;3;-.24343985;-1.1180223;-1.2818947;.62956899;.79913366
8079;2;2;3;3;3;3;2;1;3;3;2;3;2;3;2;2;2;2;3;3;3;2;2;1;1;2;1;.14161377;-.23262076;-.46562251;.35519829;.41759762
4431;3;2;1;2;2;2;3;0;2;4;1;0;2;2;0;3;3;3;3;0;2;3;3;2;0;2;1;-.023346921;.76270741;.082266353;-.57304895;-.79046112
3887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.3440688;-1.106874;-.57530421;-2.2865937;-1.9528887
7430;3;0;1;3;3;2;2;3;3;3;3;3;2;3;3;2;3;3;3;3;3;2;3;1;2;2;2;.30363551;-.57197946;.6787926;.35519829;.78999603
2514;3;3;2;3;3;3;4;3;3;0;4;2;1;3;1;3;3;3;3;4;4;4;3;1;1;4;0;1.3894825;1.2009372;.69257659;.35519829;-.080783442
5215;3;3;0;3;2;2;3;2;3;1;2;1;0;3;1;3;1;3;2;2;1;2;3;1;1;3;1;.16329385;.2407863;1.02587;.11656155;-.54003
6919;2;0;1;4;3;2;1;1;3;1;2;4;1;3;2;3;1;3;3;1;1;1;3;1;3;2;3;-.20975585;-1.6265087;.46767625;.59109992;.071221009
7717;4;2;1;4;4;4;;3;4;0;3;1;2;4;0;4;2;4;4;1;3;2;4;0;0;4;1;1.5826899;.18924183;1.0799559;1.5220822;-.78864104
9318;3;1;2;3;3;3;3;1;3;3;2;3;2;3;2;2;2;3;3;2;3;2;3;1;1;2;1;.31835836;-.21871047;.10832462;.35519829;.2248219
7156;3;2;2;1;3;3;3;1;1;1;2;1;3;3;1;2;2;1;1;1;2;1;1;2;1;3;1;.34063783;.050826296;-.88056982;-1.2716765;-.48993769
6227;3;3;3;4;2;4;4;1;3;0;2;0;3;3;0;4;4;2;3;1;3;4;2;0;1;3;0;1.0452789;1.6687959;-.65219033;.80581492;-1.0856166
9733;3;1;2;4;;2;3;3;4;3;1;3;0;3;3;2;0;3;3;3;3;1;2;0;1;3;2;.17121814;-.93991154;.69341224;1.0373566;.62523448
4297;3;3;1;4;2;2;3;2;3;1;2;2;0;3;1;3;3;3;3;2;3;2;4;0;0;2;2;.31503996;.28682348;1.0388184;.80581492;-.72879034
7632;2;2;1;3;3;3;2;2;2;1;2;2;0;3;1;3;2;3;3;1;2;1;2;2;2;2;2;.14335383;-.45088354;.66735399;-.091058306;-.30117738
5988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9105;3;2;1;3;3;2;2;3;2;3;3;2;2;3;3;3;2;2;2;3;2;2;3;3;3;3;2;.50168067;-.25674251;.46336141;-.54441011;.97875631
4581;3;4;3;4;2;2;3;0;2;2;3;2;4;2;1;2;4;1;2;1;2;2;1;1;1;2;1;.12960987;.80970246;-1.4387635;-.12516747;-.56363279
797;1;0;2;3;3;2;1;0;2;3;3;4;4;3;0;1;1;2;2;2;1;1;3;1;2;1;3;-.76997572;-1.6265087;-.67908418;-.11498003;.046306059
3781;2;2;1;3;3;2;2;1;3;3;3;2;1;3;2;2;3;2;3;2;2;2;3;1;1;2;2;-.047134697;-.077403285;.2522451;.35519829;.2248219
8624;1;1;2;1;2;1;3;2;2;3;3;2;2;1;1;2;3;2;2;1;1;2;2;1;2;1;3;-.77329415;-.23187451;-.093996629;-1.0789611;-.20569956
3867;2;1;2;3;3;3;3;3;3;1;3;2;3;4;2;1;2;3;2;1;2;2;3;1;2;2;2;-.043816339;-.2428322;.31944096;.36265057;-.1175393
7735;2;3;2;1;1;1;2;2;2;3;3;0;2;1;1;0;2;2;1;2;2;2;0;2;3;2;1;-.57775027;.37531677;-.46546096;-1.532313;-.067031533
9516;3;3;2;4;3;2;3;1;3;4;4;0;0;3;1;3;4;3;3;2;2;4;2;3;0;3;0;.66604191;1.4797274;.29572812;.16166988;.021596448
9323;2;2;2;3;3;2;3;2;3;3;2;2;1;3;3;2;2;3;3;3;2;2;3;3;2;2;2;-.21149595;-.067673989;.49373451;-.074231744;.78999603
8843;3;2;4;3;4;2;3;1;3;3;3;3;1;3;4;3;2;0;3;1;2;2;1;0;2;2;2;.30537555;-.21193375;-1.068433;.56991333;.83095062
6486;3;1;4;4;4;3;2;4;4;3;2;3;0;4;2;2;2;3;3;3;3;1;2;0;2;3;2;.51466352;-.77030158;.54668677;1.2834455;.84922588
2907;3;0;1;2;3;0;0;4;0;4;4;4;0;1;4;2;0;4;1;4;0;0;4;1;4;4;4;-.019638019;-2.357439;1.6519337;-1.5447795;1.7131033
1346;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
9383;3;1;1;3;3;3;3;3;3;3;3;3;1;3;1;2;3;3;3;2;2;3;3;0;1;2;2;.30869395;-.013611731;.86536038;.56991333;.041183829
779;3;2;1;3;3;3;3;2;3;3;2;3;1;4;2;0;2;3;3;2;2;1;4;2;2;3;2;-.010893583;-.40607479;.85225046;.38657233;.41358224
1953;3;2;1;3;3;2;4;2;3;3;3;2;1;3;2;2;3;3;3;2;2;3;3;1;2;3;2;.32591501;.49487481;.66651833;.35519829;.41358224
7148;3;3;1;4;3;2;2;0;3;0;0;3;1;4;0;3;3;3;3;0;2;2;4;0;0;2;0;-.18770815;.29025823;.45456633;1.051904;-1.2242846
9691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9046;2;1;4;2;3;1;3;1;2;1;3;3;4;2;1;1;2;1;2;3;2;1;1;2;0;2;2;-.40198454;-.58123302;-1.4127052;-.81168568;-.29314658
4897;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.25674251;-.093996629;-.81168568;.0015413385
373;3;2;2;2;2;2;2;2;2;1;2;3;2;2;1;1;2;2;2;2;2;1;2;1;1;2;2;-.21051711;-.59514332;-.093996629;-.59697068;-.54003
1772;2;2;3;2;3;1;3;2;3;0;1;3;2;4;1;2;3;3;3;3;1;1;0;1;3;0;3;-1.1215771;-.39511713;-.42281359;.36538571;.10396148
8983;2;2;3;3;2;;2;2;2;3;3;1;2;2;1;2;2;2;3;2;1;1;1;2;1;1;2;-.47381267;-.30662379;-.45251259;-.3371473;-.20168416
4148;;1;2;3;3;2;1;3;3;2;3;3;1;3;1;2;1;2;3;2;1;1;2;1;1;3;3;.024476469;-1.3070909;.29141325;.35519829;-.12798908
8352;2;3;3;3;2;2;3;1;3;3;2;2;3;3;2;1;2;2;2;3;2;2;1;1;2;2;1;-.38726172;.27586576;-.83792245;.11656155;.36348993
2022;2;0;0;3;1;0;0;2;0;1;0;4;0;2;2;0;2;1;0;0;0;0;0;2;4;0;3;-1.9905797;-1.8303791;.03781106;-1.5161407;-.41853032
